Disconnected ep.,Avg idle antennas,No. of epochs with at least 1 L23M,Max revisit time,Ep. exceeding max node degree,Longest distance,Longest distance ep.,JFI
0,10,3.53835978835979,35,0,16,6,0.95057359823394
