"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2020 01:18:07.681,144.912,-75.986,26106.999841
1 Jan 2020 01:18:37.000,143.614,-76.083,25989.642956
1 Jan 2020 01:19:07.000,142.260,-76.186,25871.703626
1 Jan 2020 01:19:37.000,140.877,-76.293,25756.027789
1 Jan 2020 01:20:07.000,139.465,-76.404,25642.712175
1 Jan 2020 01:20:37.000,138.022,-76.518,25531.853181
1 Jan 2020 01:21:07.000,136.548,-76.636,25423.546740
1 Jan 2020 01:21:37.000,135.039,-76.756,25317.888177
1 Jan 2020 01:22:07.000,133.495,-76.879,25214.972068
1 Jan 2020 01:22:37.000,131.915,-77.004,25114.892084
1 Jan 2020 01:23:07.000,130.297,-77.131,25017.740838
1 Jan 2020 01:23:37.000,128.640,-77.259,24923.609722
1 Jan 2020 01:24:07.000,126.942,-77.388,24832.588549
1 Jan 2020 01:24:37.000,125.201,-77.518,24744.766158
1 Jan 2020 01:25:07.000,123.418,-77.647,24660.229068
1 Jan 2020 01:25:37.000,121.591,-77.776,24579.062092
1 Jan 2020 01:26:07.000,119.718,-77.904,24501.347955
1 Jan 2020 01:26:37.000,117.798,-78.030,24427.167120
1 Jan 2020 01:27:07.000,115.833,-78.155,24356.597603
1 Jan 2020 01:27:37.000,113.819,-78.276,24289.714794
1 Jan 2020 01:28:07.000,111.759,-78.394,24226.591279
1 Jan 2020 01:28:37.000,109.651,-78.508,24167.296537
1 Jan 2020 01:29:07.000,107.497,-78.617,24111.897264
1 Jan 2020 01:29:37.000,105.296,-78.721,24060.456444
1 Jan 2020 01:30:07.000,103.051,-78.819,24013.033694
1 Jan 2020 01:30:37.000,100.763,-78.910,23969.684979
1 Jan 2020 01:31:07.000,98.433,-78.995,23930.462450
1 Jan 2020 01:31:37.000,96.066,-79.072,23895.414304
1 Jan 2020 01:32:07.000,93.663,-79.140,23864.584643
1 Jan 2020 01:32:37.000,91.228,-79.200,23838.013302
1 Jan 2020 01:33:07.000,88.765,-79.251,23815.735926
1 Jan 2020 01:33:37.000,86.278,-79.293,23797.783553
1 Jan 2020 01:34:07.000,83.773,-79.324,23784.182738
1 Jan 2020 01:34:37.000,81.253,-79.346,23774.955413
1 Jan 2020 01:35:07.000,78.725,-79.357,23770.118820
1 Jan 2020 01:35:37.000,76.193,-79.358,23769.685452
1 Jan 2020 01:36:07.000,73.663,-79.349,23773.663035
1 Jan 2020 01:36:37.000,71.140,-79.330,23782.054430
1 Jan 2020 01:37:07.000,68.630,-79.300,23794.857712
1 Jan 2020 01:37:37.000,66.138,-79.260,23812.066121
1 Jan 2020 01:38:07.000,63.669,-79.211,23833.668088
1 Jan 2020 01:38:37.000,61.227,-79.153,23859.647265
1 Jan 2020 01:39:07.000,58.816,-79.085,23889.982575
1 Jan 2020 01:39:37.000,56.440,-79.009,23924.648346
1 Jan 2020 01:40:07.000,54.103,-78.925,23963.614073
1 Jan 2020 01:40:37.000,51.807,-78.834,24006.844956
1 Jan 2020 01:41:07.000,49.555,-78.735,24054.301709
1 Jan 2020 01:41:37.000,47.348,-78.631,24105.940729
1 Jan 2020 01:42:07.000,45.189,-78.521,24161.714226
1 Jan 2020 01:42:37.000,43.078,-78.406,24221.570341
1 Jan 2020 01:43:07.000,41.015,-78.286,24285.453294
1 Jan 2020 01:43:37.000,39.002,-78.163,24353.303677
1 Jan 2020 01:44:07.000,37.038,-78.037,24425.057997
1 Jan 2020 01:44:37.000,35.123,-77.908,24500.649740
1 Jan 2020 01:45:07.000,33.256,-77.778,24580.008941
1 Jan 2020 01:45:37.000,31.438,-77.646,24663.062497
1 Jan 2020 01:46:07.000,29.666,-77.514,24749.734335
1 Jan 2020 01:46:37.000,27.939,-77.381,24839.945593
1 Jan 2020 01:47:07.000,26.258,-77.249,24933.614787
1 Jan 2020 01:47:37.000,24.620,-77.117,25030.657992
1 Jan 2020 01:48:07.000,23.024,-76.987,25130.989221
1 Jan 2020 01:48:37.000,21.468,-76.859,25234.519774
1 Jan 2020 01:49:07.000,19.952,-76.733,25341.159642
1 Jan 2020 01:49:37.000,18.474,-76.610,25450.816860
1 Jan 2020 01:50:07.000,17.032,-76.489,25563.397880
1 Jan 2020 01:50:37.000,15.625,-76.372,25678.807730
1 Jan 2020 01:51:07.000,14.252,-76.259,25796.950177
1 Jan 2020 01:51:37.000,12.911,-76.149,25917.727877
1 Jan 2020 01:52:07.000,11.600,-76.044,26041.042532
1 Jan 2020 01:52:22.782,10.923,-75.991,26106.898354
1 Jan 2020 03:23:38.646,135.322,-75.988,26103.960925
1 Jan 2020 03:24:08.000,134.746,-76.127,25936.603121
1 Jan 2020 03:24:38.000,134.146,-76.281,25767.400121
1 Jan 2020 03:25:08.000,133.531,-76.445,25600.206831
1 Jan 2020 03:25:38.000,132.901,-76.621,25435.177460
1 Jan 2020 03:26:08.000,132.254,-76.807,25272.467791
1 Jan 2020 03:26:38.000,131.587,-77.005,25112.235015
1 Jan 2020 03:27:08.000,130.899,-77.213,24954.637547
1 Jan 2020 03:27:38.000,130.187,-77.433,24799.834813
1 Jan 2020 03:28:08.000,129.449,-77.663,24647.987037
1 Jan 2020 03:28:38.000,128.681,-77.904,24499.254991
1 Jan 2020 03:29:08.000,127.881,-78.155,24353.799474
1 Jan 2020 03:29:38.000,127.045,-78.417,24211.782093
1 Jan 2020 03:30:08.000,126.168,-78.689,24073.363359
1 Jan 2020 03:30:38.000,125.246,-78.971,23938.703441
1 Jan 2020 03:31:08.000,124.274,-79.263,23807.961561
1 Jan 2020 03:31:38.000,123.245,-79.563,23681.295632
1 Jan 2020 03:32:08.000,122.151,-79.872,23558.861888
1 Jan 2020 03:32:38.000,120.986,-80.190,23440.814281
1 Jan 2020 03:33:08.000,119.740,-80.514,23327.304924
1 Jan 2020 03:33:38.000,118.401,-80.846,23218.482381
1 Jan 2020 03:34:08.000,116.958,-81.183,23114.492110
1 Jan 2020 03:34:38.000,115.395,-81.526,23015.475794
1 Jan 2020 03:35:08.000,113.695,-81.872,22921.570899
1 Jan 2020 03:35:38.000,111.840,-82.221,22832.910060
1 Jan 2020 03:36:08.000,109.804,-82.571,22749.621273
1 Jan 2020 03:36:38.000,107.562,-82.920,22671.826458
1 Jan 2020 03:37:08.000,105.083,-83.266,22599.641680
1 Jan 2020 03:37:38.000,102.330,-83.607,22533.176542
1 Jan 2020 03:38:08.000,99.263,-83.940,22472.533754
1 Jan 2020 03:38:38.000,95.839,-84.261,22417.808624
1 Jan 2020 03:39:08.000,92.011,-84.566,22369.089097
1 Jan 2020 03:39:38.000,87.734,-84.852,22326.454721
1 Jan 2020 03:40:08.000,82.971,-85.111,22289.976765
1 Jan 2020 03:40:38.000,77.700,-85.339,22259.717794
1 Jan 2020 03:41:08.000,71.925,-85.529,22235.731360
1 Jan 2020 03:41:38.000,65.693,-85.675,22218.061900
1 Jan 2020 03:42:08.000,59.096,-85.772,22206.744315
1 Jan 2020 03:42:38.000,52.275,-85.815,22201.803969
1 Jan 2020 03:43:08.000,45.403,-85.802,22203.256532
1 Jan 2020 03:43:38.000,38.663,-85.734,22211.107940
1 Jan 2020 03:44:08.000,32.217,-85.614,22225.354255
1 Jan 2020 03:44:38.000,26.187,-85.447,22245.981835
1 Jan 2020 03:45:08.000,20.644,-85.237,22272.967308
1 Jan 2020 03:45:38.000,15.615,-84.993,22306.277702
1 Jan 2020 03:46:08.000,11.093,-84.719,22345.870684
1 Jan 2020 03:46:38.000,7.048,-84.422,22391.694400
1 Jan 2020 03:47:08.000,3.437,-84.106,22443.688219
1 Jan 2020 03:47:38.000,0.216,-83.776,22501.782670
1 Jan 2020 03:48:08.000,357.338,-83.436,22565.899821
1 Jan 2020 03:48:38.000,354.762,-83.089,22635.953614
1 Jan 2020 03:49:08.000,352.448,-82.737,22711.850402
1 Jan 2020 03:49:38.000,350.363,-82.383,22793.488618
1 Jan 2020 03:50:08.000,348.478,-82.029,22880.760229
1 Jan 2020 03:50:38.000,346.767,-81.677,22973.550461
1 Jan 2020 03:51:08.000,345.209,-81.328,23071.738407
1 Jan 2020 03:51:38.000,343.785,-80.983,23175.197454
1 Jan 2020 03:52:08.000,342.479,-80.644,23283.795959
1 Jan 2020 03:52:38.000,341.278,-80.311,23397.396813
1 Jan 2020 03:53:08.000,340.170,-79.985,23515.859187
1 Jan 2020 03:53:38.000,339.144,-79.667,23639.038115
1 Jan 2020 03:54:08.000,338.191,-79.358,23766.785141
1 Jan 2020 03:54:38.000,337.305,-79.057,23898.948744
1 Jan 2020 03:55:08.000,336.479,-78.766,24035.374750
1 Jan 2020 03:55:38.000,335.706,-78.486,24175.906734
1 Jan 2020 03:56:08.000,334.982,-78.215,24320.386708
1 Jan 2020 03:56:38.000,334.302,-77.955,24468.654280
1 Jan 2020 03:57:08.000,333.663,-77.706,24620.548812
1 Jan 2020 03:57:38.000,333.061,-77.467,24775.908560
1 Jan 2020 03:58:08.000,332.492,-77.240,24934.571284
1 Jan 2020 03:58:38.000,331.955,-77.025,25096.374548
1 Jan 2020 03:59:08.000,331.446,-76.820,25261.155996
1 Jan 2020 03:59:38.000,330.964,-76.627,25428.753613
1 Jan 2020 04:00:08.000,330.506,-76.446,25599.005965
1 Jan 2020 04:00:38.000,330.072,-76.276,25771.752421
1 Jan 2020 04:01:08.000,329.658,-76.118,25946.833356
1 Jan 2020 04:01:34.612,329.308,-75.987,26103.966208
1 Jan 2020 05:27:25.213,155.475,-75.991,26107.712169
1 Jan 2020 05:27:55.000,156.112,-76.132,25939.405981
1 Jan 2020 05:28:25.000,156.780,-76.283,25772.225133
1 Jan 2020 05:28:55.000,157.476,-76.445,25607.529312
1 Jan 2020 05:29:25.000,158.203,-76.617,25445.469677
1 Jan 2020 05:29:55.000,158.962,-76.798,25286.197811
1 Jan 2020 05:30:25.000,159.756,-76.990,25129.865511
1 Jan 2020 05:30:55.000,160.589,-77.191,24976.624560
1 Jan 2020 05:31:25.000,161.462,-77.402,24826.626479
1 Jan 2020 05:31:55.000,162.379,-77.621,24680.022269
1 Jan 2020 05:32:25.000,163.344,-77.850,24536.961853
1 Jan 2020 05:32:55.000,164.360,-78.087,24397.594917
1 Jan 2020 05:33:25.000,165.433,-78.332,24262.068891
1 Jan 2020 05:33:55.000,166.567,-78.584,24130.529782
1 Jan 2020 05:34:25.000,167.768,-78.844,24003.121541
1 Jan 2020 05:34:55.000,169.041,-79.110,23879.985725
1 Jan 2020 05:35:25.000,170.394,-79.382,23761.261137
1 Jan 2020 05:35:55.000,171.833,-79.659,23647.083224
1 Jan 2020 05:36:25.000,173.367,-79.940,23537.584638
1 Jan 2020 05:36:55.000,175.004,-80.224,23432.893441
1 Jan 2020 05:37:25.000,176.756,-80.510,23333.133668
1 Jan 2020 05:37:55.000,178.631,-80.796,23238.424702
1 Jan 2020 05:38:25.000,180.642,-81.083,23148.880890
1 Jan 2020 05:38:55.000,182.801,-81.367,23064.610980
1 Jan 2020 05:39:25.000,185.120,-81.648,22985.718457
1 Jan 2020 05:39:55.000,187.614,-81.923,22912.300098
1 Jan 2020 05:40:25.000,190.295,-82.190,22844.446345
1 Jan 2020 05:40:55.000,193.177,-82.447,22782.240783
1 Jan 2020 05:41:25.000,196.270,-82.692,22725.759815
1 Jan 2020 05:41:55.000,199.583,-82.922,22675.072247
1 Jan 2020 05:42:25.000,203.121,-83.134,22630.239496
1 Jan 2020 05:42:55.000,206.884,-83.326,22591.314594
1 Jan 2020 05:43:25.000,210.865,-83.494,22558.342483
1 Jan 2020 05:43:55.000,215.048,-83.636,22531.359689
1 Jan 2020 05:44:25.000,219.408,-83.749,22510.394125
1 Jan 2020 05:44:55.000,223.911,-83.831,22495.465171
1 Jan 2020 05:45:25.000,228.514,-83.880,22486.583272
1 Jan 2020 05:45:55.000,233.168,-83.896,22483.750120
1 Jan 2020 05:46:25.000,237.819,-83.878,22486.958584
1 Jan 2020 05:46:55.000,242.416,-83.826,22496.192755
1 Jan 2020 05:47:25.000,246.909,-83.743,22511.427979
