"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2020 00:42:44.589,219.336,-75.991,26120.070264
1 Jan 2020 00:43:14.000,219.427,-76.139,25942.505120
1 Jan 2020 00:43:44.000,219.515,-76.302,25763.324789
1 Jan 2020 00:44:14.000,219.600,-76.478,25586.266674
1 Jan 2020 00:44:44.000,219.681,-76.667,25411.494737
1 Jan 2020 00:45:14.000,219.757,-76.868,25239.174561
1 Jan 2020 00:45:44.000,219.830,-77.081,25069.473167
1 Jan 2020 00:46:14.000,219.899,-77.308,24902.558815
1 Jan 2020 00:46:44.000,219.963,-77.547,24738.600776
1 Jan 2020 00:47:14.000,220.024,-77.800,24577.769095
1 Jan 2020 00:47:44.000,220.080,-78.065,24420.234325
1 Jan 2020 00:48:14.000,220.132,-78.343,24266.166939
1 Jan 2020 00:48:44.000,220.180,-78.633,24115.738234
1 Jan 2020 00:49:14.000,220.223,-78.937,23969.118179
1 Jan 2020 00:49:44.000,220.261,-79.253,23826.476283
1 Jan 2020 00:50:14.000,220.295,-79.581,23687.980919
1 Jan 2020 00:50:44.000,220.324,-79.922,23553.798929
1 Jan 2020 00:51:14.000,220.347,-80.275,23424.095215
1 Jan 2020 00:51:44.000,220.365,-80.639,23299.032060
1 Jan 2020 00:52:14.000,220.376,-81.016,23178.769664
1 Jan 2020 00:52:44.000,220.381,-81.403,23063.464198
1 Jan 2020 00:53:14.000,220.379,-81.802,22953.268322
1 Jan 2020 00:53:44.000,220.368,-82.211,22848.330452
1 Jan 2020 00:54:14.000,220.349,-82.631,22748.794264
1 Jan 2020 00:54:44.000,220.319,-83.061,22654.798011
1 Jan 2020 00:55:14.000,220.276,-83.499,22566.474781
1 Jan 2020 00:55:44.000,220.219,-83.947,22483.950849
1 Jan 2020 00:56:14.000,220.145,-84.403,22407.345970
1 Jan 2020 00:56:44.000,220.048,-84.867,22336.772702
1 Jan 2020 00:57:14.000,219.923,-85.338,22272.335825
1 Jan 2020 00:57:44.000,219.761,-85.816,22214.132385
1 Jan 2020 00:58:14.000,219.548,-86.300,22162.250532
1 Jan 2020 00:58:44.000,219.260,-86.789,22116.769637
1 Jan 2020 00:59:14.000,218.859,-87.283,22077.759802
1 Jan 2020 00:59:44.000,218.268,-87.780,22045.281483
1 Jan 2020 01:00:14.000,217.322,-88.281,22019.385456
1 Jan 2020 01:00:44.000,215.584,-88.783,22000.112183
1 Jan 2020 01:01:14.000,211.393,-89.284,21987.491896
1 Jan 2020 01:01:44.000,189.116,-89.765,21981.544378
1 Jan 2020 01:02:14.000,63.716,-89.667,21982.278877
1 Jan 2020 01:02:44.000,50.281,-89.175,21989.694040
1 Jan 2020 01:03:14.000,46.932,-88.674,22003.777929
1 Jan 2020 01:03:44.000,45.418,-88.172,22024.508086
1 Jan 2020 01:04:14.000,44.551,-87.672,22051.851636
1 Jan 2020 01:04:44.000,43.984,-87.176,22085.765519
1 Jan 2020 01:05:14.000,43.581,-86.683,22126.196409
1 Jan 2020 01:05:44.000,43.276,-86.195,22173.081372
1 Jan 2020 01:06:14.000,43.035,-85.713,22226.347903
1 Jan 2020 01:06:44.000,42.835,-85.236,22285.914310
1 Jan 2020 01:07:14.000,42.666,-84.767,22351.690220
1 Jan 2020 01:07:44.000,42.518,-84.304,22423.576459
1 Jan 2020 01:08:14.000,42.385,-83.850,22501.466228
1 Jan 2020 01:08:44.000,42.264,-83.404,22585.245064
1 Jan 2020 01:09:14.000,42.152,-82.968,22674.791426
1 Jan 2020 01:09:44.000,42.047,-82.540,22769.977172
1 Jan 2020 01:10:14.000,41.946,-82.123,22870.668264
1 Jan 2020 01:10:44.000,41.849,-81.716,22976.724426
1 Jan 2020 01:11:14.000,41.754,-81.320,23088.000886
1 Jan 2020 01:11:44.000,41.661,-80.935,23204.348055
1 Jan 2020 01:12:14.000,41.569,-80.561,23325.612217
1 Jan 2020 01:12:44.000,41.478,-80.199,23451.636021
1 Jan 2020 01:13:14.000,41.386,-79.849,23582.258945
1 Jan 2020 01:13:44.000,41.295,-79.511,23717.318035
1 Jan 2020 01:14:14.000,41.202,-79.186,23856.647267
1 Jan 2020 01:14:44.000,41.108,-78.873,24000.079578
1 Jan 2020 01:15:14.000,41.014,-78.572,24147.446215
1 Jan 2020 01:15:44.000,40.917,-78.284,24298.577384
1 Jan 2020 01:16:14.000,40.819,-78.009,24453.302618
1 Jan 2020 01:16:44.000,40.719,-77.747,24611.451124
1 Jan 2020 01:17:14.000,40.618,-77.498,24772.852107
1 Jan 2020 01:17:44.000,40.514,-77.261,24937.335069
1 Jan 2020 01:18:14.000,40.407,-77.038,25104.730094
1 Jan 2020 01:18:44.000,40.299,-76.827,25274.868427
1 Jan 2020 01:19:14.000,40.187,-76.628,25447.581421
1 Jan 2020 01:19:44.000,40.074,-76.443,25622.702687
1 Jan 2020 01:20:14.000,39.957,-76.269,25800.067008
1 Jan 2020 01:20:44.000,39.837,-76.109,25979.510836
1 Jan 2020 01:21:07.228,39.743,-75.993,26119.775761
1 Jan 2020 02:48:43.897,188.496,-75.987,26113.919972
1 Jan 2020 02:49:13.000,187.476,-76.105,25971.690604
1 Jan 2020 02:49:43.000,186.392,-76.233,25827.566015
1 Jan 2020 02:50:13.000,185.275,-76.368,25686.091373
1 Jan 2020 02:50:43.000,184.122,-76.509,25547.390160
1 Jan 2020 02:51:13.000,182.931,-76.656,25411.585205
1 Jan 2020 02:51:43.000,181.700,-76.810,25278.798494
1 Jan 2020 02:52:13.000,180.427,-76.968,25149.150960
1 Jan 2020 02:52:43.000,179.109,-77.132,25022.762276
1 Jan 2020 02:53:13.000,177.744,-77.301,24899.750631
1 Jan 2020 02:53:43.000,176.328,-77.473,24780.232254
1 Jan 2020 02:54:13.000,174.860,-77.650,24664.322174
1 Jan 2020 02:54:43.000,173.337,-77.829,24552.132478
1 Jan 2020 02:55:13.000,171.755,-78.011,24443.773068
1 Jan 2020 02:55:43.000,170.111,-78.195,24339.351157
1 Jan 2020 02:56:13.000,168.403,-78.380,24238.971013
1 Jan 2020 02:56:43.000,166.628,-78.566,24142.733703
1 Jan 2020 02:57:13.000,164.783,-78.751,24050.736832
1 Jan 2020 02:57:43.000,162.864,-78.935,23963.074085
1 Jan 2020 02:58:13.000,160.870,-79.117,23879.835788
1 Jan 2020 02:58:43.000,158.797,-79.296,23801.107415
1 Jan 2020 02:59:13.000,156.645,-79.471,23726.970176
1 Jan 2020 02:59:43.000,154.410,-79.641,23657.500566
1 Jan 2020 03:00:13.000,152.093,-79.804,23592.770134
1 Jan 2020 03:00:43.000,149.693,-79.961,23532.845257
1 Jan 2020 03:01:13.000,147.210,-80.109,23477.786805
1 Jan 2020 03:01:43.000,144.646,-80.248,23427.650471
1 Jan 2020 03:02:13.000,142.004,-80.376,23382.485779
1 Jan 2020 03:02:43.000,139.287,-80.493,23342.336470
1 Jan 2020 03:03:13.000,136.500,-80.597,23307.240215
1 Jan 2020 03:03:43.000,133.650,-80.688,23277.228486
1 Jan 2020 03:04:13.000,130.744,-80.764,23252.326392
1 Jan 2020 03:04:43.000,127.790,-80.826,23232.552833
1 Jan 2020 03:05:13.000,124.800,-80.872,23217.920058
1 Jan 2020 03:05:43.000,121.782,-80.902,23208.433887
1 Jan 2020 03:06:13.000,118.749,-80.916,23204.093626
1 Jan 2020 03:06:43.000,115.712,-80.914,23204.892067
1 Jan 2020 03:07:13.000,112.683,-80.895,23210.815527
1 Jan 2020 03:07:43.000,109.674,-80.861,23221.843892
1 Jan 2020 03:08:13.000,106.694,-80.810,23237.950686
1 Jan 2020 03:08:43.000,103.755,-80.745,23259.103180
1 Jan 2020 03:09:13.000,100.866,-80.665,23285.262508
1 Jan 2020 03:09:43.000,98.034,-80.571,23316.383805
1 Jan 2020 03:10:13.000,95.266,-80.465,23352.416364
1 Jan 2020 03:10:43.000,92.567,-80.347,23393.303897
1 Jan 2020 03:11:13.000,89.942,-80.218,23438.984410
1 Jan 2020 03:11:43.000,87.393,-80.080,23489.390872
1 Jan 2020 03:12:13.000,84.923,-79.933,23544.451137
1 Jan 2020 03:12:43.000,82.532,-79.778,23604.088256
1 Jan 2020 03:13:13.000,80.220,-79.617,23668.220713
1 Jan 2020 03:13:43.000,77.986,-79.451,23736.762685
1 Jan 2020 03:14:13.000,75.829,-79.280,23809.624433
1 Jan 2020 03:14:43.000,73.747,-79.105,23886.712025
1 Jan 2020 03:15:13.000,71.738,-78.929,23967.928406
1 Jan 2020 03:15:43.000,69.799,-78.750,24053.173139
1 Jan 2020 03:16:13.000,67.928,-78.571,24142.342808
1 Jan 2020 03:16:43.000,66.121,-78.391,24235.331279
1 Jan 2020 03:17:13.000,64.375,-78.213,24332.029973
1 Jan 2020 03:17:43.000,62.688,-78.035,24432.328122
1 Jan 2020 03:18:13.000,61.056,-77.860,24536.113029
1 Jan 2020 03:18:43.000,59.477,-77.687,24643.270532
1 Jan 2020 03:19:13.000,57.947,-77.517,24753.684397
1 Jan 2020 03:19:43.000,56.464,-77.351,24867.237819
1 Jan 2020 03:20:13.000,55.025,-77.189,24983.812816
1 Jan 2020 03:20:43.000,53.628,-77.031,25103.290651
1 Jan 2020 03:21:13.000,52.270,-76.879,25225.552046
1 Jan 2020 03:21:43.000,50.949,-76.731,25350.477379
1 Jan 2020 03:22:13.000,49.662,-76.588,25477.946871
1 Jan 2020 03:22:43.000,48.408,-76.451,25607.840774
1 Jan 2020 03:23:13.000,47.184,-76.320,25740.039529
1 Jan 2020 03:23:43.000,45.988,-76.195,25874.423936
1 Jan 2020 03:24:13.000,44.819,-76.077,26010.875294
1 Jan 2020 03:24:35.308,43.966,-75.992,26113.609039
1 Jan 2020 05:01:03.624,142.070,-75.986,26106.469731
1 Jan 2020 05:01:33.000,140.796,-76.086,25985.918652
1 Jan 2020 05:02:03.000,139.469,-76.192,25864.901323
1 Jan 2020 05:02:33.000,138.114,-76.302,25746.100187
1 Jan 2020 05:03:03.000,136.730,-76.417,25629.616164
1 Jan 2020 05:03:33.000,135.315,-76.535,25515.550024
1 Jan 2020 05:04:03.000,133.867,-76.657,25404.002246
1 Jan 2020 05:04:33.000,132.385,-76.782,25295.072880
1 Jan 2020 05:05:03.000,130.868,-76.910,25188.861387
1 Jan 2020 05:05:33.000,129.313,-77.041,25085.466491
1 Jan 2020 05:06:03.000,127.720,-77.174,24984.986010
1 Jan 2020 05:06:33.000,126.086,-77.309,24887.516686
1 Jan 2020 05:07:03.000,124.410,-77.445,24793.153821
1 Jan 2020 05:07:33.000,122.691,-77.582,24701.991875
1 Jan 2020 05:08:03.000,120.926,-77.719,24614.123099
1 Jan 2020 05:08:33.000,119.115,-77.856,24529.638144
1 Jan 2020 05:09:03.000,117.256,-77.993,24448.625664
1 Jan 2020 05:09:33.000,115.348,-78.128,24371.172129
1 Jan 2020 05:10:03.000,113.390,-78.261,24297.361625
1 Jan 2020 05:10:33.000,111.382,-78.392,24227.275655
1 Jan 2020 05:11:03.000,109.322,-78.519,24160.992831
1 Jan 2020 05:11:33.000,107.211,-78.643,24098.589155
1 Jan 2020 05:12:03.000,105.048,-78.762,24040.137091
1 Jan 2020 05:12:33.000,102.835,-78.875,23985.705878
1 Jan 2020 05:13:03.000,100.571,-78.983,23935.361210
1 Jan 2020 05:13:33.000,98.260,-79.084,23889.165063
1 Jan 2020 05:14:03.000,95.902,-79.178,23847.175513
1 Jan 2020 05:14:33.000,93.500,-79.264,23809.446579
1 Jan 2020 05:15:03.000,91.057,-79.342,23776.027995
1 Jan 2020 05:15:33.000,88.576,-79.410,23746.965321
1 Jan 2020 05:16:03.000,86.063,-79.469,23722.299408
1 Jan 2020 05:16:33.000,83.520,-79.518,23702.066545
1 Jan 2020 05:17:03.000,80.954,-79.557,23686.298279
1 Jan 2020 05:17:33.000,78.370,-79.585,23675.021307
1 Jan 2020 05:18:03.000,75.774,-79.601,23668.257397
1 Jan 2020 05:18:33.000,73.171,-79.607,23666.023323
1 Jan 2020 05:19:03.000,70.568,-79.601,23668.330779
1 Jan 2020 05:19:33.000,67.971,-79.584,23675.186371
1 Jan 2020 05:20:03.000,65.386,-79.557,23686.591579
1 Jan 2020 05:20:33.000,62.819,-79.518,23702.542748
1 Jan 2020 05:21:03.000,60.275,-79.468,23723.031098
1 Jan 2020 05:21:33.000,57.760,-79.409,23748.042746
1 Jan 2020 05:22:03.000,55.279,-79.340,23777.558818
1 Jan 2020 05:22:33.000,52.836,-79.261,23811.555215
1 Jan 2020 05:23:03.000,50.435,-79.173,23850.003105
1 Jan 2020 05:23:33.000,48.079,-79.078,23892.868729
1 Jan 2020 05:24:03.000,45.770,-78.975,23940.113574
1 Jan 2020 05:24:33.000,43.512,-78.865,23991.694474
1 Jan 2020 05:25:03.000,41.305,-78.748,24047.563737
1 Jan 2020 05:25:33.000,39.151,-78.627,24107.669278
1 Jan 2020 05:26:03.000,37.050,-78.500,24171.954920
1 Jan 2020 05:26:33.000,35.004,-78.369,24240.359929
1 Jan 2020 05:27:03.000,33.011,-78.235,24312.820089
1 Jan 2020 05:27:33.000,31.072,-78.099,24389.267271
1 Jan 2020 05:28:03.000,29.185,-77.960,24469.629754
1 Jan 2020 05:28:33.000,27.351,-77.819,24553.832409
1 Jan 2020 05:29:03.000,25.567,-77.678,24641.796876
1 Jan 2020 05:29:33.000,23.833,-77.537,24733.441758
1 Jan 2020 05:30:03.000,22.147,-77.396,24828.682803
1 Jan 2020 05:30:33.000,20.508,-77.256,24927.433319
1 Jan 2020 05:31:03.000,18.914,-77.118,25029.603484
1 Jan 2020 05:31:33.000,17.363,-76.981,25135.101841
1 Jan 2020 05:32:03.000,15.855,-76.847,25243.834620
1 Jan 2020 05:32:33.000,14.387,-76.715,25355.706138
1 Jan 2020 05:33:03.000,12.958,-76.587,25470.618981
1 Jan 2020 05:33:33.000,11.566,-76.462,25588.474180
1 Jan 2020 05:34:03.000,10.210,-76.342,25709.171383
1 Jan 2020 05:34:33.000,8.888,-76.225,25832.609029
1 Jan 2020 05:35:03.000,7.598,-76.113,25958.684506
1 Jan 2020 05:35:33.000,6.340,-76.006,26087.294309
1 Jan 2020 05:35:37.396,6.158,-75.990,26106.348428
1 Jan 2020 07:05:55.643,136.162,-75.988,26104.024685
1 Jan 2020 07:06:25.000,135.689,-76.131,25933.329921
1 Jan 2020 07:06:55.000,135.196,-76.288,25760.742760
1 Jan 2020 07:07:25.000,134.692,-76.456,25590.177533
1 Jan 2020 07:07:55.000,134.177,-76.636,25421.791877
1 Jan 2020 07:08:25.000,133.648,-76.828,25255.745078
1 Jan 2020 07:08:55.000,133.104,-77.031,25092.197907
1 Jan 2020 07:09:25.000,132.544,-77.246,24931.312422
1 Jan 2020 07:09:55.000,131.966,-77.472,24773.251765
1 Jan 2020 07:10:25.000,131.366,-77.710,24618.179930
1 Jan 2020 07:10:55.000,130.743,-77.960,24466.261522
1 Jan 2020 07:11:25.000,130.094,-78.221,24317.661206
1 Jan 2020 07:11:55.000,129.416,-78.493,24172.544531
1 Jan 2020 07:12:25.000,128.704,-78.776,24031.075950
1 Jan 2020 07:12:55.000,127.956,-79.070,23893.419610
1 Jan 2020 07:13:25.000,127.166,-79.375,23759.738723
1 Jan 2020 07:13:55.000,126.328,-79.690,23630.195194
1 Jan 2020 07:14:25.000,125.436,-80.015,23504.949237
1 Jan 2020 07:14:55.000,124.484,-80.349,23384.158749
1 Jan 2020 07:15:25.000,123.461,-80.693,23267.979776
1 Jan 2020 07:15:55.000,122.358,-81.045,23156.564733
1 Jan 2020 07:16:25.000,121.163,-81.404,23050.062861
1 Jan 2020 07:16:55.000,119.860,-81.770,22948.619540
1 Jan 2020 07:17:25.000,118.433,-82.143,22852.375821
1 Jan 2020 07:17:55.000,116.861,-82.520,22761.467791
1 Jan 2020 07:18:25.000,115.117,-82.901,22676.026774
1 Jan 2020 07:18:55.000,113.172,-83.284,22596.177828
1 Jan 2020 07:19:25.000,110.987,-83.667,22522.039982
1 Jan 2020 07:19:55.000,108.517,-84.048,22453.725592
1 Jan 2020 07:20:25.000,105.704,-84.425,22391.339904
1 Jan 2020 07:20:55.000,102.483,-84.794,22334.980515
1 Jan 2020 07:21:25.000,98.771,-85.150,22284.737417
1 Jan 2020 07:21:55.000,94.478,-85.490,22240.691914
1 Jan 2020 07:22:25.000,89.503,-85.806,22202.916751
1 Jan 2020 07:22:55.000,83.753,-86.090,22171.475666
1 Jan 2020 07:23:25.000,77.160,-86.335,22146.423070
1 Jan 2020 07:23:55.000,69.723,-86.528,22127.803954
1 Jan 2020 07:24:25.000,61.547,-86.661,22115.653428
1 Jan 2020 07:24:55.000,52.871,-86.725,22109.996743
1 Jan 2020 07:25:25.000,44.051,-86.715,22110.849122
1 Jan 2020 07:25:55.000,35.476,-86.632,22118.215719
1 Jan 2020 07:26:25.000,27.478,-86.482,22132.091493
1 Jan 2020 07:26:55.000,20.261,-86.274,22152.461369
1 Jan 2020 07:27:25.000,13.902,-86.017,22179.300228
1 Jan 2020 07:27:55.000,8.379,-85.722,22212.573046
1 Jan 2020 07:28:25.000,3.614,-85.397,22252.235149
1 Jan 2020 07:28:55.000,359.510,-85.051,22298.232062
1 Jan 2020 07:29:25.000,355.969,-84.688,22350.500271
1 Jan 2020 07:29:55.000,352.903,-84.315,22408.967181
1 Jan 2020 07:30:25.000,350.232,-83.934,22473.551513
1 Jan 2020 07:30:55.000,347.893,-83.549,22544.163800
1 Jan 2020 07:31:25.000,345.833,-83.162,22620.706205
1 Jan 2020 07:31:55.000,344.008,-82.776,22703.073751
1 Jan 2020 07:32:25.000,342.381,-82.393,22791.154208
1 Jan 2020 07:32:55.000,340.923,-82.013,22884.828658
1 Jan 2020 07:33:25.000,339.611,-81.639,22983.971957
1 Jan 2020 07:33:55.000,338.424,-81.271,23088.453407
1 Jan 2020 07:34:25.000,337.345,-80.910,23198.136357
1 Jan 2020 07:34:55.000,336.361,-80.557,23312.879957
1 Jan 2020 07:35:25.000,335.460,-80.212,23432.538775
1 Jan 2020 07:35:55.000,334.631,-79.877,23556.963463
1 Jan 2020 07:36:25.000,333.868,-79.551,23686.001214
1 Jan 2020 07:36:55.000,333.162,-79.236,23819.496195
1 Jan 2020 07:37:25.000,332.508,-78.931,23957.290256
1 Jan 2020 07:37:55.000,331.900,-78.637,24099.222260
1 Jan 2020 07:38:25.000,331.334,-78.354,24245.130086
1 Jan 2020 07:38:55.000,330.806,-78.082,24394.849952
1 Jan 2020 07:39:25.000,330.311,-77.822,24548.217038
1 Jan 2020 07:39:55.000,329.849,-77.574,24705.065827
1 Jan 2020 07:40:25.000,329.414,-77.338,24865.230431
1 Jan 2020 07:40:55.000,329.007,-77.113,25028.544894
1 Jan 2020 07:41:25.000,328.623,-76.901,25194.843473
1 Jan 2020 07:41:55.000,328.262,-76.700,25363.960905
1 Jan 2020 07:42:25.000,327.921,-76.512,25535.732647
1 Jan 2020 07:42:55.000,327.600,-76.335,25709.995446
1 Jan 2020 07:43:25.000,327.297,-76.171,25886.586170
1 Jan 2020 07:43:55.000,327.011,-76.018,26065.344048
1 Jan 2020 07:44:01.455,326.951,-75.987,26104.073675
1 Jan 2020 09:10:03.598,158.579,-75.991,26108.338673
1 Jan 2020 09:10:33.000,159.307,-76.126,25946.442995
1 Jan 2020 09:11:03.000,160.079,-76.273,25783.620466
1 Jan 2020 09:11:33.000,160.880,-76.430,25623.334337
1 Jan 2020 09:12:03.000,161.715,-76.596,25465.730681
1 Jan 2020 09:12:33.000,162.584,-76.770,25310.955734
1 Jan 2020 09:13:03.000,163.491,-76.954,25159.155686
1 Jan 2020 09:13:33.000,164.438,-77.147,25010.476454
1 Jan 2020 09:14:03.000,165.429,-77.348,24865.063435
1 Jan 2020 09:14:33.000,166.466,-77.557,24723.061256
1 Jan 2020 09:15:03.000,167.554,-77.773,24584.613223
1 Jan 2020 09:15:33.000,168.695,-77.998,24449.862152
1 Jan 2020 09:16:03.000,169.895,-78.229,24318.948393
1 Jan 2020 09:16:33.000,171.158,-78.466,24192.010644
1 Jan 2020 09:17:03.000,172.490,-78.709,24069.185352
1 Jan 2020 09:17:33.000,173.895,-78.957,23950.606381
1 Jan 2020 09:18:03.000,175.379,-79.210,23836.404670
1 Jan 2020 09:18:33.000,176.951,-79.466,23726.707667
1 Jan 2020 09:19:03.000,178.615,-79.724,23621.639873
1 Jan 2020 09:19:33.000,180.380,-79.984,23521.321125
1 Jan 2020 09:20:03.000,182.254,-80.245,23425.867154
1 Jan 2020 09:20:33.000,184.245,-80.505,23335.388994
1 Jan 2020 09:21:03.000,186.362,-80.762,23249.992631
1 Jan 2020 09:21:33.000,188.614,-81.017,23169.778483
1 Jan 2020 09:22:03.000,191.009,-81.265,23094.841730
1 Jan 2020 09:22:33.000,193.555,-81.507,23025.270966
1 Jan 2020 09:23:03.000,196.261,-81.740,22961.148563
1 Jan 2020 09:23:33.000,199.133,-81.962,22902.550201
1 Jan 2020 09:24:03.000,202.174,-82.171,22849.544576
1 Jan 2020 09:24:33.000,205.387,-82.365,22802.193038
1 Jan 2020 09:25:03.000,208.770,-82.542,22760.549790
1 Jan 2020 09:25:33.000,212.316,-82.699,22724.660991
1 Jan 2020 09:26:03.000,216.015,-82.835,22694.565038
1 Jan 2020 09:26:33.000,219.849,-82.947,22670.292295
1 Jan 2020 09:27:03.000,223.798,-83.033,22651.864962
1 Jan 2020 09:27:33.000,227.835,-83.093,22639.296954
1 Jan 2020 09:28:03.000,231.927,-83.125,22632.593999
1 Jan 2020 09:28:33.000,236.041,-83.129,22631.753357
1 Jan 2020 09:29:03.000,240.142,-83.105,22636.764019
1 Jan 2020 09:29:33.000,244.196,-83.053,22647.606703
1 Jan 2020 09:30:03.000,248.171,-82.974,22664.253936
1 Jan 2020 09:30:33.000,252.040,-82.870,22686.670208
1 Jan 2020 09:31:03.000,255.780,-82.742,22714.811972
1 Jan 2020 09:31:33.000,259.373,-82.592,22748.628025
1 Jan 2020 09:32:03.000,262.809,-82.423,22788.059592
1 Jan 2020 09:32:33.000,266.080,-82.236,22833.040591
1 Jan 2020 09:33:03.000,269.184,-82.034,22883.497893
1 Jan 2020 09:33:33.000,272.123,-81.820,22939.351708
1 Jan 2020 09:34:03.000,274.900,-81.594,23000.515476
1 Jan 2020 09:34:33.000,277.521,-81.359,23066.896795
1 Jan 2020 09:35:03.000,279.994,-81.117,23138.397362
1 Jan 2020 09:35:33.000,282.328,-80.869,23214.913416
1 Jan 2020 09:36:03.000,284.530,-80.618,23296.336099
