"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2020 00:24:05.287,312.777,-75.067,28593.847616
1 Jan 2020 00:24:35.000,314.139,-75.069,28457.840558
1 Jan 2020 00:25:05.000,315.522,-75.077,28320.811047
1 Jan 2020 00:25:35.000,316.916,-75.089,28184.225796
1 Jan 2020 00:26:05.000,318.321,-75.106,28048.240693
1 Jan 2020 00:26:35.000,319.739,-75.129,27913.014110
1 Jan 2020 00:27:05.000,321.170,-75.156,27778.706766
1 Jan 2020 00:27:35.000,322.617,-75.189,27645.481574
1 Jan 2020 00:28:05.000,324.081,-75.226,27513.503473
1 Jan 2020 00:28:35.000,325.562,-75.268,27382.939248
1 Jan 2020 00:29:05.000,327.063,-75.315,27253.957329
1 Jan 2020 00:29:35.000,328.584,-75.367,27126.727583
1 Jan 2020 00:30:05.000,330.126,-75.423,27001.421073
1 Jan 2020 00:30:35.000,331.693,-75.482,26878.209818
1 Jan 2020 00:31:05.000,333.283,-75.546,26757.266522
1 Jan 2020 00:31:35.000,334.899,-75.614,26638.764292
1 Jan 2020 00:32:05.000,336.543,-75.685,26522.876335
1 Jan 2020 00:32:35.000,338.215,-75.759,26409.775638
1 Jan 2020 00:33:05.000,339.917,-75.836,26299.634492
1 Jan 2020 00:33:35.000,341.649,-75.915,26192.624710
1 Jan 2020 00:34:05.000,343.413,-75.996,26088.916385
1 Jan 2020 00:34:35.000,345.210,-76.079,25988.678096
1 Jan 2020 00:35:05.000,347.041,-76.163,25892.076351
1 Jan 2020 00:35:35.000,348.906,-76.247,25799.275183
1 Jan 2020 00:36:05.000,350.806,-76.331,25710.435718
1 Jan 2020 00:36:35.000,352.742,-76.415,25625.715745
1 Jan 2020 00:37:05.000,354.713,-76.498,25545.269177
1 Jan 2020 00:37:35.000,356.719,-76.579,25469.245982
1 Jan 2020 00:38:05.000,358.761,-76.658,25397.791153
1 Jan 2020 00:38:35.000,0.837,-76.734,25331.044650
1 Jan 2020 00:39:05.000,2.947,-76.806,25269.140844
1 Jan 2020 00:39:35.000,5.090,-76.875,25212.208080
1 Jan 2020 00:40:05.000,7.263,-76.938,25160.368232
1 Jan 2020 00:40:35.000,9.466,-76.997,25113.736243
1 Jan 2020 00:41:05.000,11.695,-77.050,25072.419874
1 Jan 2020 00:41:35.000,13.948,-77.097,25036.519056
1 Jan 2020 00:42:05.000,16.223,-77.138,25006.125694
1 Jan 2020 00:42:35.000,18.517,-77.171,24981.323276
1 Jan 2020 00:43:05.000,20.824,-77.197,24962.186545
1 Jan 2020 00:43:35.000,23.143,-77.215,24948.781238
1 Jan 2020 00:44:05.000,25.469,-77.225,24941.163741
1 Jan 2020 00:44:35.000,27.798,-77.228,24939.380972
1 Jan 2020 00:45:05.000,30.126,-77.222,24943.470138
1 Jan 2020 00:45:35.000,32.448,-77.208,24953.458590
1 Jan 2020 00:46:05.000,34.761,-77.187,24969.363725
1 Jan 2020 00:46:35.000,37.060,-77.157,24991.192998
1 Jan 2020 00:47:05.000,39.341,-77.120,25018.943566
1 Jan 2020 00:47:35.000,41.601,-77.075,25052.602784
1 Jan 2020 00:48:05.000,43.837,-77.024,25092.147955
1 Jan 2020 00:48:35.000,46.044,-76.966,25137.546498
1 Jan 2020 00:49:05.000,48.220,-76.902,25188.756087
1 Jan 2020 00:49:35.000,50.362,-76.833,25245.724971
1 Jan 2020 00:50:05.000,52.468,-76.758,25308.391611
1 Jan 2020 00:50:35.000,54.535,-76.680,25376.685769
1 Jan 2020 00:51:05.000,56.563,-76.598,25450.528232
1 Jan 2020 00:51:35.000,58.550,-76.512,25529.831249
1 Jan 2020 00:52:05.000,60.495,-76.425,25614.498863
1 Jan 2020 00:52:35.000,62.397,-76.335,25704.427450
1 Jan 2020 00:53:05.000,64.256,-76.245,25799.505360
1 Jan 2020 00:53:35.000,66.072,-76.154,25899.614390
1 Jan 2020 00:54:05.000,67.845,-76.063,26004.629469
1 Jan 2020 00:54:35.000,69.574,-75.974,26114.419255
1 Jan 2020 00:55:05.000,71.261,-75.885,26228.846549
1 Jan 2020 00:55:35.000,72.907,-75.799,26347.768723
1 Jan 2020 00:56:05.000,74.511,-75.716,26471.038372
1 Jan 2020 00:56:35.000,76.076,-75.635,26598.502831
1 Jan 2020 00:57:05.000,77.601,-75.559,26730.005956
1 Jan 2020 00:57:35.000,79.088,-75.486,26865.387636
1 Jan 2020 00:58:05.000,80.539,-75.418,27004.484430
1 Jan 2020 00:58:35.000,81.953,-75.355,27147.129962
1 Jan 2020 00:59:05.000,83.334,-75.297,27293.155310
1 Jan 2020 00:59:35.000,84.681,-75.245,27442.389382
1 Jan 2020 01:00:05.000,85.996,-75.199,27594.659279
1 Jan 2020 01:00:35.000,87.281,-75.159,27749.790638
1 Jan 2020 01:01:05.000,88.537,-75.126,27907.608245
1 Jan 2020 01:01:35.000,89.765,-75.100,28067.935255
1 Jan 2020 01:02:05.000,90.965,-75.080,28230.595124
1 Jan 2020 01:02:35.000,92.141,-75.068,28395.410813
1 Jan 2020 01:03:05.000,93.292,-75.063,28562.205323
1 Jan 2020 01:03:10.793,93.512,-75.063,28594.623761
1 Jan 2020 02:06:49.143,285.720,-75.071,28599.114685
1 Jan 2020 02:07:19.000,286.020,-75.078,28380.725795
1 Jan 2020 02:07:49.000,286.315,-75.097,28161.241240
1 Jan 2020 02:08:19.000,286.603,-75.129,27941.909717
1 Jan 2020 02:08:49.000,286.886,-75.175,27722.936075
1 Jan 2020 02:09:19.000,287.164,-75.236,27504.529959
1 Jan 2020 02:09:49.000,287.437,-75.310,27286.905777
1 Jan 2020 02:10:19.000,287.706,-75.399,27070.282640
1 Jan 2020 02:10:49.000,287.971,-75.502,26854.884295
1 Jan 2020 02:11:19.000,288.232,-75.621,26640.939025
1 Jan 2020 02:11:49.000,288.491,-75.756,26428.679529
1 Jan 2020 02:12:19.000,288.747,-75.905,26218.342770
1 Jan 2020 02:12:49.000,289.002,-76.071,26010.169802
1 Jan 2020 02:13:19.000,289.255,-76.253,25804.405556
1 Jan 2020 02:13:49.000,289.508,-76.452,25601.298593
1 Jan 2020 02:14:19.000,289.761,-76.666,25401.100823
1 Jan 2020 02:14:49.000,290.015,-76.898,25204.067176
1 Jan 2020 02:15:19.000,290.270,-77.146,25010.454913
1 Jan 2020 02:15:49.000,290.528,-77.411,24820.524527
1 Jan 2020 02:16:19.000,290.790,-77.693,24634.537301
1 Jan 2020 02:16:49.000,291.056,-77.992,24452.756126
1 Jan 2020 02:17:19.000,291.329,-78.307,24275.444612
1 Jan 2020 02:17:49.000,291.610,-78.640,24102.866474
1 Jan 2020 02:18:19.000,291.900,-78.989,23935.284874
1 Jan 2020 02:18:49.000,292.202,-79.355,23772.961411
1 Jan 2020 02:19:19.000,292.519,-79.737,23616.156542
1 Jan 2020 02:19:49.000,292.853,-80.135,23465.126978
1 Jan 2020 02:20:19.000,293.208,-80.548,23320.126030
1 Jan 2020 02:20:49.000,293.589,-80.977,23181.402403
1 Jan 2020 02:21:19.000,294.001,-81.421,23049.199040
1 Jan 2020 02:21:49.000,294.453,-81.879,22923.753032
1 Jan 2020 02:22:19.000,294.953,-82.351,22805.293281
1 Jan 2020 02:22:49.000,295.512,-82.836,22694.040389
1 Jan 2020 02:23:19.000,296.149,-83.332,22590.205408
1 Jan 2020 02:23:49.000,296.883,-83.840,22493.988633
1 Jan 2020 02:24:19.000,297.746,-84.359,22405.579334
1 Jan 2020 02:24:49.000,298.780,-84.886,22325.153630
1 Jan 2020 02:25:19.000,300.051,-85.421,22252.874303
1 Jan 2020 02:25:49.000,301.658,-85.962,22188.889594
1 Jan 2020 02:26:19.000,303.764,-86.507,22133.332769
1 Jan 2020 02:26:49.000,306.649,-87.052,22086.320678
1 Jan 2020 02:27:19.000,310.839,-87.591,22047.953504
1 Jan 2020 02:27:49.000,317.410,-88.116,22018.313988
1 Jan 2020 02:28:19.000,328.778,-88.600,21997.467107
1 Jan 2020 02:28:49.000,350.149,-88.980,21985.459349
1 Jan 2020 02:29:19.000,24.911,-89.105,21982.318646
1 Jan 2020 02:29:49.000,56.357,-88.885,21988.054158
1 Jan 2020 02:30:19.000,74.024,-88.463,22002.656142
1 Jan 2020 02:30:49.000,83.560,-87.962,22026.096105
1 Jan 2020 02:31:19.000,89.228,-87.431,22058.326944
1 Jan 2020 02:31:49.000,92.916,-86.889,22099.283348
1 Jan 2020 02:32:19.000,95.486,-86.343,22148.881877
1 Jan 2020 02:32:49.000,97.369,-85.798,22207.021960
1 Jan 2020 02:33:19.000,98.804,-85.258,22273.586217
1 Jan 2020 02:33:49.000,99.929,-84.724,22348.441377
1 Jan 2020 02:34:19.000,100.832,-84.198,22431.438516
1 Jan 2020 02:34:49.000,101.569,-83.682,22522.414721
1 Jan 2020 02:35:19.000,102.180,-83.176,22621.193479
1 Jan 2020 02:35:49.000,102.692,-82.682,22727.585937
1 Jan 2020 02:36:19.000,103.125,-82.200,22841.391186
1 Jan 2020 02:36:49.000,103.493,-81.731,22962.398317
1 Jan 2020 02:37:19.000,103.808,-81.276,23090.386756
1 Jan 2020 02:37:49.000,104.077,-80.835,23225.127452
1 Jan 2020 02:38:19.000,104.308,-80.410,23366.384149
1 Jan 2020 02:38:49.000,104.506,-80.000,23513.913353
1 Jan 2020 02:39:19.000,104.676,-79.605,23667.466817
1 Jan 2020 02:39:49.000,104.819,-79.227,23826.791476
1 Jan 2020 02:40:19.000,104.940,-78.865,23991.630588
1 Jan 2020 02:40:49.000,105.041,-78.520,24161.724587
1 Jan 2020 02:41:19.000,105.123,-78.192,24336.812191
1 Jan 2020 02:41:49.000,105.189,-77.880,24516.629971
1 Jan 2020 02:42:19.000,105.238,-77.586,24700.914829
1 Jan 2020 02:42:49.000,105.274,-77.309,24889.403479
1 Jan 2020 02:43:19.000,105.296,-77.048,25081.833348
1 Jan 2020 02:43:49.000,105.305,-76.805,25277.943124
1 Jan 2020 02:44:19.000,105.302,-76.578,25477.473263
1 Jan 2020 02:44:49.000,105.288,-76.368,25680.166443
1 Jan 2020 02:45:19.000,105.263,-76.175,25885.767969
1 Jan 2020 02:45:49.000,105.227,-75.998,26094.026138
1 Jan 2020 02:46:19.000,105.181,-75.838,26304.692908
1 Jan 2020 02:46:49.000,105.125,-75.693,26517.522788
1 Jan 2020 02:47:19.000,105.060,-75.564,26732.275159
1 Jan 2020 02:47:49.000,104.985,-75.451,26948.713101
1 Jan 2020 02:48:19.000,104.900,-75.353,27166.603914
1 Jan 2020 02:48:49.000,104.806,-75.269,27385.719261
1 Jan 2020 02:49:19.000,104.703,-75.201,27605.835292
1 Jan 2020 02:49:49.000,104.591,-75.147,27826.732737
1 Jan 2020 02:50:19.000,104.469,-75.107,28048.196976
1 Jan 2020 02:50:49.000,104.338,-75.080,28270.018094
1 Jan 2020 02:51:19.000,104.198,-75.067,28491.990916
1 Jan 2020 02:51:33.754,104.126,-75.066,28601.148737
1 Jan 2020 03:54:55.586,274.657,-75.075,28606.360737
1 Jan 2020 03:55:25.000,273.658,-75.080,28429.467454
1 Jan 2020 03:55:55.000,272.615,-75.092,28250.707035
1 Jan 2020 03:56:25.000,271.547,-75.113,28073.804997
1 Jan 2020 03:56:55.000,270.452,-75.143,27898.949903
1 Jan 2020 03:57:25.000,269.328,-75.180,27726.331066
1 Jan 2020 03:57:55.000,268.175,-75.226,27556.138293
1 Jan 2020 03:58:25.000,266.990,-75.280,27388.561598
1 Jan 2020 03:58:55.000,265.771,-75.341,27223.790907
1 Jan 2020 03:59:25.000,264.518,-75.410,27062.015736
1 Jan 2020 03:59:55.000,263.228,-75.485,26903.424854
1 Jan 2020 04:00:25.000,261.900,-75.567,26748.205921
1 Jan 2020 04:00:55.000,260.532,-75.656,26596.544826
1 Jan 2020 04:01:25.000,259.122,-75.751,26448.626423
1 Jan 2020 04:01:55.000,257.669,-75.851,26304.632407
1 Jan 2020 04:02:25.000,256.171,-75.956,26164.742029
1 Jan 2020 04:02:55.000,254.625,-76.065,26029.131350
1 Jan 2020 04:03:25.000,253.032,-76.178,25897.972788
1 Jan 2020 04:03:55.000,251.387,-76.294,25771.434638
1 Jan 2020 04:04:25.000,249.692,-76.413,25649.680356
1 Jan 2020 04:04:55.000,247.943,-76.534,25532.869006
1 Jan 2020 04:05:25.000,246.141,-76.655,25421.153344
1 Jan 2020 04:05:55.000,244.283,-76.777,25314.680276
1 Jan 2020 04:06:25.000,242.370,-76.898,25213.590120
1 Jan 2020 04:06:55.000,240.401,-77.017,25118.016115
1 Jan 2020 04:07:25.000,238.376,-77.135,25028.083759
1 Jan 2020 04:07:55.000,236.294,-77.249,24943.911092
1 Jan 2020 04:08:25.000,234.158,-77.359,24865.607101
1 Jan 2020 04:08:55.000,231.969,-77.464,24793.272061
1 Jan 2020 04:09:25.000,229.727,-77.563,24726.996939
1 Jan 2020 04:09:55.000,227.436,-77.656,24666.862891
1 Jan 2020 04:10:25.000,225.098,-77.741,24612.941433
1 Jan 2020 04:10:55.000,222.716,-77.817,24565.293349
1 Jan 2020 04:11:25.000,220.296,-77.885,24523.968958
1 Jan 2020 04:11:55.000,217.840,-77.944,24489.007753
1 Jan 2020 04:12:25.000,215.355,-77.992,24460.438142
1 Jan 2020 04:12:55.000,212.846,-78.030,24438.277644
1 Jan 2020 04:13:25.000,210.318,-78.058,24422.532297
1 Jan 2020 04:13:55.000,207.778,-78.074,24413.196974
1 Jan 2020 04:14:25.000,205.231,-78.079,24410.255307
1 Jan 2020 04:14:55.000,202.685,-78.073,24413.679731
1 Jan 2020 04:15:25.000,200.145,-78.055,24423.431712
1 Jan 2020 04:15:55.000,197.616,-78.028,24439.461724
1 Jan 2020 04:16:25.000,195.106,-77.989,24461.709601
1 Jan 2020 04:16:55.000,192.619,-77.941,24490.104750
1 Jan 2020 04:17:25.000,190.159,-77.883,24524.566485
1 Jan 2020 04:17:55.000,187.733,-77.816,24565.004266
1 Jan 2020 04:18:25.000,185.343,-77.741,24611.318201
1 Jan 2020 04:18:55.000,182.992,-77.659,24663.399381
1 Jan 2020 04:19:25.000,180.684,-77.570,24721.130330
1 Jan 2020 04:19:55.000,178.421,-77.474,24784.385465
1 Jan 2020 04:20:25.000,176.204,-77.374,24853.031671
1 Jan 2020 04:20:55.000,174.034,-77.269,24926.928447
1 Jan 2020 04:21:25.000,171.912,-77.161,25005.928924
1 Jan 2020 04:21:55.000,169.838,-77.050,25089.880056
1 Jan 2020 04:22:25.000,167.813,-76.938,25178.623224
1 Jan 2020 04:22:55.000,165.835,-76.824,25271.994759
1 Jan 2020 04:23:25.000,163.904,-76.709,25369.826463
1 Jan 2020 04:23:55.000,162.019,-76.595,25471.946270
