"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2020 00:14:43.912,260.214,-75.078,28610.855629
1 Jan 2020 00:15:13.000,258.560,-75.078,28572.404024
1 Jan 2020 00:15:43.000,256.848,-75.078,28535.935006
1 Jan 2020 00:16:13.000,255.128,-75.079,28502.736389
1 Jan 2020 00:16:43.000,253.403,-75.080,28472.836914
1 Jan 2020 00:17:13.000,251.673,-75.081,28446.260166
1 Jan 2020 00:17:43.000,249.938,-75.082,28423.024523
1 Jan 2020 00:18:13.000,248.198,-75.083,28403.143106
1 Jan 2020 00:18:43.000,246.455,-75.083,28386.623753
1 Jan 2020 00:19:13.000,244.709,-75.084,28373.469001
1 Jan 2020 00:19:43.000,242.960,-75.085,28363.676047
1 Jan 2020 00:20:13.000,241.210,-75.085,28357.236913
1 Jan 2020 00:20:43.000,239.458,-75.085,28354.138234
1 Jan 2020 00:21:13.000,237.706,-75.085,28354.361462
1 Jan 2020 00:21:43.000,235.954,-75.085,28357.882876
1 Jan 2020 00:22:13.000,234.202,-75.084,28364.673649
1 Jan 2020 00:22:43.000,232.452,-75.083,28374.699928
1 Jan 2020 00:23:13.000,230.703,-75.082,28387.922928
1 Jan 2020 00:23:43.000,228.957,-75.081,28404.299034
1 Jan 2020 00:24:13.000,227.213,-75.080,28423.779917
1 Jan 2020 00:24:43.000,225.473,-75.079,28446.312672
1 Jan 2020 00:25:13.000,223.737,-75.078,28471.839927
1 Jan 2020 00:25:43.000,222.004,-75.077,28500.300020
1 Jan 2020 00:26:13.000,220.277,-75.076,28531.627141
1 Jan 2020 00:26:43.000,218.554,-75.075,28565.751496
1 Jan 2020 00:27:13.000,216.836,-75.075,28602.599478
1 Jan 2020 00:27:19.372,216.472,-75.075,28610.769237
1 Jan 2020 01:30:33.573,10.330,-75.077,28611.368092
1 Jan 2020 01:31:03.000,8.740,-75.078,28529.232288
1 Jan 2020 01:31:33.000,7.110,-75.081,28446.851741
1 Jan 2020 01:32:03.000,5.470,-75.085,28365.964486
1 Jan 2020 01:32:33.000,3.821,-75.091,28286.697178
1 Jan 2020 01:33:03.000,2.160,-75.099,28209.176043
1 Jan 2020 01:33:33.000,0.489,-75.108,28133.526651
1 Jan 2020 01:34:03.000,358.807,-75.118,28059.873704
1 Jan 2020 01:34:33.000,357.114,-75.130,27988.340797
1 Jan 2020 01:35:03.000,355.410,-75.142,27919.050184
1 Jan 2020 01:35:33.000,353.693,-75.156,27852.122537
1 Jan 2020 01:36:03.000,351.966,-75.170,27787.676697
1 Jan 2020 01:36:33.000,350.226,-75.185,27725.829423
1 Jan 2020 01:37:03.000,348.476,-75.200,27666.695140
1 Jan 2020 01:37:33.000,346.714,-75.215,27610.385677
1 Jan 2020 01:38:03.000,344.940,-75.231,27557.009970
1 Jan 2020 01:38:33.000,343.156,-75.246,27506.673982
1 Jan 2020 01:39:03.000,341.361,-75.261,27459.480164
1 Jan 2020 01:39:33.000,339.556,-75.276,27415.527395
1 Jan 2020 01:40:03.000,337.742,-75.290,27374.910676
1 Jan 2020 01:40:33.000,335.918,-75.303,27337.720883
1 Jan 2020 01:41:03.000,334.086,-75.316,27304.044526
1 Jan 2020 01:41:33.000,332.247,-75.327,27273.963508
1 Jan 2020 01:42:03.000,330.400,-75.338,27247.554906
1 Jan 2020 01:42:33.000,328.548,-75.347,27224.890748
1 Jan 2020 01:43:03.000,326.690,-75.354,27206.037801
1 Jan 2020 01:43:33.000,324.828,-75.360,27191.057383
1 Jan 2020 01:44:03.000,322.963,-75.365,27180.005181
1 Jan 2020 01:44:33.000,321.095,-75.368,27172.931083
1 Jan 2020 01:45:03.000,319.227,-75.369,27169.879026
1 Jan 2020 01:45:33.000,317.359,-75.369,27170.886861
1 Jan 2020 01:46:03.000,315.492,-75.367,27175.986234
1 Jan 2020 01:46:33.000,313.627,-75.363,27185.202542
1 Jan 2020 01:47:03.000,311.766,-75.358,27198.554642
1 Jan 2020 01:47:33.000,309.910,-75.350,27216.055094
1 Jan 2020 01:48:03.000,308.060,-75.342,27237.709922
1 Jan 2020 01:48:33.000,306.216,-75.332,27263.518636
1 Jan 2020 01:49:03.000,304.381,-75.320,27293.474236
1 Jan 2020 01:49:33.000,302.554,-75.308,27327.563224
1 Jan 2020 01:50:03.000,300.738,-75.294,27365.765641
1 Jan 2020 01:50:33.000,298.933,-75.279,27408.055231
1 Jan 2020 01:51:03.000,297.140,-75.264,27454.399102
1 Jan 2020 01:51:33.000,295.360,-75.247,27504.758427
1 Jan 2020 01:52:03.000,293.593,-75.231,27559.088157
1 Jan 2020 01:52:33.000,291.840,-75.214,27617.337245
1 Jan 2020 01:53:03.000,290.103,-75.198,27679.448788
1 Jan 2020 01:53:33.000,288.381,-75.181,27745.360188
1 Jan 2020 01:54:03.000,286.674,-75.165,27815.003319
1 Jan 2020 01:54:33.000,284.984,-75.150,27888.304713
1 Jan 2020 01:55:03.000,283.311,-75.135,27965.185910
1 Jan 2020 01:55:33.000,281.654,-75.122,28045.563044
1 Jan 2020 01:56:03.000,280.015,-75.110,28129.347975
1 Jan 2020 01:56:33.000,278.393,-75.100,28216.447904
1 Jan 2020 01:57:03.000,276.788,-75.091,28306.765750
1 Jan 2020 01:57:33.000,275.200,-75.085,28400.200380
1 Jan 2020 01:58:03.000,273.629,-75.080,28496.646848
1 Jan 2020 01:58:33.000,272.075,-75.079,28595.996628
1 Jan 2020 01:58:37.509,271.842,-75.079,28611.173467
1 Jan 2020 03:04:26.380,66.030,-75.071,28607.817715
1 Jan 2020 03:04:56.000,65.172,-75.076,28417.118931
1 Jan 2020 03:05:26.000,64.300,-75.091,28223.829248
1 Jan 2020 03:05:56.000,63.423,-75.116,28030.578261
1 Jan 2020 03:06:26.000,62.540,-75.152,27837.552349
1 Jan 2020 03:06:56.000,61.649,-75.198,27644.942207
1 Jan 2020 03:07:26.000,60.748,-75.255,27452.942790
1 Jan 2020 03:07:56.000,59.837,-75.324,27261.753246
1 Jan 2020 03:08:26.000,58.912,-75.403,27071.576821
1 Jan 2020 03:08:56.000,57.973,-75.494,26882.620758
1 Jan 2020 03:09:26.000,57.017,-75.596,26695.096161
1 Jan 2020 03:09:56.000,56.042,-75.710,26509.217845
1 Jan 2020 03:10:26.000,55.046,-75.835,26325.204158
1 Jan 2020 03:10:56.000,54.026,-75.972,26143.276773
1 Jan 2020 03:11:26.000,52.979,-76.120,25963.660453
1 Jan 2020 03:11:56.000,51.903,-76.280,25786.582792
1 Jan 2020 03:12:26.000,50.794,-76.451,25612.273907
1 Jan 2020 03:12:56.000,49.649,-76.634,25440.966114
1 Jan 2020 03:13:26.000,48.463,-76.827,25272.893300
1 Jan 2020 03:13:56.000,47.234,-77.031,25108.291549
1 Jan 2020 03:14:26.000,45.955,-77.246,24947.397145
1 Jan 2020 03:14:56.000,44.623,-77.470,24790.447128
1 Jan 2020 03:15:26.000,43.232,-77.704,24637.678517
1 Jan 2020 03:15:56.000,41.775,-77.947,24489.327741
1 Jan 2020 03:16:26.000,40.247,-78.198,24345.630047
1 Jan 2020 03:16:56.000,38.640,-78.456,24206.818645
1 Jan 2020 03:17:26.000,36.946,-78.720,24073.124892
1 Jan 2020 03:17:56.000,35.157,-78.990,23944.776287
1 Jan 2020 03:18:26.000,33.265,-79.264,23821.996604
1 Jan 2020 03:18:56.000,31.258,-79.541,23705.004903
1 Jan 2020 03:19:26.000,29.128,-79.818,23594.014745
1 Jan 2020 03:19:56.000,26.862,-80.096,23489.233207
1 Jan 2020 03:20:26.000,24.451,-80.371,23390.860756
1 Jan 2020 03:20:56.000,21.883,-80.641,23299.089361
1 Jan 2020 03:21:26.000,19.148,-80.904,23214.102388
1 Jan 2020 03:21:56.000,16.236,-81.158,23136.073590
1 Jan 2020 03:22:26.000,13.139,-81.399,23065.166210
1 Jan 2020 03:22:56.000,9.852,-81.626,23001.532610
1 Jan 2020 03:23:26.000,6.375,-81.834,22945.312886
1 Jan 2020 03:23:56.000,2.709,-82.022,22896.634599
1 Jan 2020 03:24:26.000,358.866,-82.185,22855.611969
1 Jan 2020 03:24:56.000,354.860,-82.321,22822.345436
1 Jan 2020 03:25:26.000,350.716,-82.427,22796.920861
1 Jan 2020 03:25:56.000,346.464,-82.501,22779.409250
1 Jan 2020 03:26:26.000,342.141,-82.543,22769.866333
1 Jan 2020 03:26:56.000,337.788,-82.549,22768.332214
1 Jan 2020 03:27:26.000,333.449,-82.521,22774.831198
1 Jan 2020 03:27:56.000,329.167,-82.459,22789.371653
