"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2020 00:00:00.000,299.589,-75.234,27548.504061
1 Jan 2020 00:00:30.000,297.798,-75.223,27587.588642
1 Jan 2020 00:01:00.000,296.017,-75.211,27630.601399
1 Jan 2020 00:01:30.000,294.248,-75.198,27677.507703
1 Jan 2020 00:02:00.000,292.490,-75.185,27728.266959
1 Jan 2020 00:02:30.000,290.746,-75.172,27782.832724
1 Jan 2020 00:03:00.000,289.014,-75.159,27841.152827
1 Jan 2020 00:03:30.000,287.296,-75.147,27903.169515
1 Jan 2020 00:04:00.000,285.593,-75.135,27968.819606
1 Jan 2020 00:04:30.000,283.904,-75.123,28038.034788
1 Jan 2020 00:05:00.000,282.230,-75.113,28110.741272
1 Jan 2020 00:05:30.000,280.572,-75.103,28186.860764
1 Jan 2020 00:06:00.000,278.929,-75.095,28266.310143
1 Jan 2020 00:06:30.000,277.301,-75.088,28349.001799
1 Jan 2020 00:07:00.000,275.689,-75.083,28434.843839
1 Jan 2020 00:07:30.000,274.093,-75.080,28523.740310
1 Jan 2020 00:07:58.620,272.585,-75.079,28611.302464
1 Jan 2020 01:14:09.323,64.964,-75.071,28608.038291
1 Jan 2020 01:14:39.000,64.055,-75.076,28420.763876
1 Jan 2020 01:15:09.000,63.131,-75.090,28231.324402
1 Jan 2020 01:15:39.000,62.203,-75.115,28041.936066
1 Jan 2020 01:16:09.000,61.267,-75.149,27852.782981
1 Jan 2020 01:16:39.000,60.322,-75.193,27664.053475
1 Jan 2020 01:17:09.000,59.367,-75.248,27475.940021
1 Jan 2020 01:17:39.000,58.400,-75.314,27288.639168
1 Jan 2020 01:18:09.000,57.420,-75.390,27102.351444
1 Jan 2020 01:18:39.000,56.423,-75.476,26917.281243
1 Jan 2020 01:19:09.000,55.409,-75.574,26733.636689
1 Jan 2020 01:19:39.000,54.374,-75.683,26551.629483
1 Jan 2020 01:20:09.000,53.317,-75.802,26371.474714
1 Jan 2020 01:20:39.000,52.236,-75.933,26193.390658
1 Jan 2020 01:21:09.000,51.126,-76.074,26017.598535
1 Jan 2020 01:21:39.000,49.986,-76.227,25844.322245
1 Jan 2020 01:22:09.000,48.813,-76.390,25673.788070
1 Jan 2020 01:22:39.000,47.602,-76.563,25506.224339
1 Jan 2020 01:23:09.000,46.350,-76.746,25341.860821
1 Jan 2020 01:23:39.000,45.053,-76.940,25180.929310
1 Jan 2020 01:24:09.000,43.706,-77.143,25023.661695
1 Jan 2020 01:24:39.000,42.306,-77.355,24870.290483
1 Jan 2020 01:25:09.000,40.847,-77.575,24721.048037
1 Jan 2020 01:25:39.000,39.322,-77.803,24576.166026
1 Jan 2020 01:26:09.000,37.727,-78.039,24435.874837
1 Jan 2020 01:26:39.000,36.055,-78.281,24300.402750
1 Jan 2020 01:27:09.000,34.298,-78.528,24169.976098
1 Jan 2020 01:27:39.000,32.450,-78.779,24044.817344
1 Jan 2020 01:28:09.000,30.503,-79.034,23925.145190
1 Jan 2020 01:28:39.000,28.448,-79.290,23811.173629
1 Jan 2020 01:29:09.000,26.277,-79.546,23703.111182
1 Jan 2020 01:29:39.000,23.982,-79.801,23601.159949
1 Jan 2020 01:30:09.000,21.554,-80.053,23505.515478
1 Jan 2020 01:30:39.000,18.985,-80.299,23416.364966
1 Jan 2020 01:31:09.000,16.268,-80.538,23333.887142
1 Jan 2020 01:31:39.000,13.396,-80.767,23258.251305
1 Jan 2020 01:32:09.000,10.367,-80.984,23189.616468
1 Jan 2020 01:32:39.000,7.177,-81.186,23128.130984
1 Jan 2020 01:33:09.000,3.830,-81.370,23073.931245
1 Jan 2020 01:33:39.000,0.330,-81.535,23027.141411
1 Jan 2020 01:34:09.000,356.688,-81.677,22987.872680
1 Jan 2020 01:34:39.000,352.920,-81.795,22956.222688
1 Jan 2020 01:35:09.000,349.047,-81.886,22932.275113
1 Jan 2020 01:35:39.000,345.093,-81.948,22916.099040
1 Jan 2020 01:36:09.000,341.088,-81.980,22907.748734
1 Jan 2020 01:36:39.000,337.064,-81.982,22907.263345
1 Jan 2020 01:37:09.000,333.056,-81.953,22914.666586
1 Jan 2020 01:37:39.000,329.095,-81.895,22929.966766
1 Jan 2020 01:38:09.000,325.212,-81.807,22953.156661
1 Jan 2020 01:38:39.000,321.435,-81.692,22984.213672
1 Jan 2020 01:39:09.000,317.785,-81.551,23023.099647
1 Jan 2020 01:39:39.000,314.280,-81.386,23069.761557
1 Jan 2020 01:40:09.000,310.933,-81.201,23124.131510
1 Jan 2020 01:40:39.000,307.750,-80.996,23186.127327
1 Jan 2020 01:41:09.000,304.734,-80.777,23255.652493
1 Jan 2020 01:41:39.000,301.885,-80.543,23332.597408
1 Jan 2020 01:42:09.000,299.200,-80.300,23416.839485
1 Jan 2020 01:42:39.000,296.674,-80.047,23508.243892
1 Jan 2020 01:43:09.000,294.299,-79.789,23606.664437
1 Jan 2020 01:43:39.000,292.068,-79.527,23711.943430
1 Jan 2020 01:44:09.000,289.973,-79.263,23823.913666
1 Jan 2020 01:44:39.000,288.004,-78.999,23942.398363
1 Jan 2020 01:45:09.000,286.155,-78.736,24067.212129
1 Jan 2020 01:45:39.000,284.416,-78.476,24198.161979
1 Jan 2020 01:46:09.000,282.780,-78.220,24335.047157
1 Jan 2020 01:46:39.000,281.239,-77.970,24477.661314
1 Jan 2020 01:47:09.000,279.786,-77.726,24625.792330
1 Jan 2020 01:47:39.000,278.416,-77.490,24779.223281
1 Jan 2020 01:48:09.000,277.121,-77.263,24937.733153
1 Jan 2020 01:48:39.000,275.896,-77.044,25101.097529
1 Jan 2020 01:49:09.000,274.736,-76.835,25269.089575
1 Jan 2020 01:49:39.000,273.637,-76.637,25441.479367
1 Jan 2020 01:50:09.000,272.593,-76.449,25618.036424
1 Jan 2020 01:50:39.000,271.602,-76.273,25798.528984
1 Jan 2020 01:51:09.000,270.659,-76.108,25982.724844
1 Jan 2020 01:51:39.000,269.761,-75.955,26170.391848
1 Jan 2020 01:52:09.000,268.905,-75.813,26361.298340
1 Jan 2020 01:52:39.000,268.088,-75.685,26555.213581
1 Jan 2020 01:53:09.000,267.308,-75.568,26751.908126
1 Jan 2020 01:53:39.000,266.561,-75.464,26951.154177
1 Jan 2020 01:54:09.000,265.847,-75.372,27152.725897
1 Jan 2020 01:54:39.000,265.162,-75.293,27356.400030
1 Jan 2020 01:55:09.000,264.506,-75.226,27561.954801
