"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2020 00:00:00.000,139.893,-75.302,27340.922160
1 Jan 2020 00:00:30.000,141.539,-75.261,27460.330173
1 Jan 2020 00:01:00.000,143.159,-75.223,27583.117520
1 Jan 2020 00:01:30.000,144.752,-75.189,27709.100702
1 Jan 2020 00:02:00.000,146.321,-75.160,27838.094249
1 Jan 2020 00:02:30.000,147.866,-75.134,27969.911124
1 Jan 2020 00:03:00.000,149.387,-75.113,28104.363113
1 Jan 2020 00:03:30.000,150.887,-75.097,28241.261193
1 Jan 2020 00:04:00.000,152.367,-75.086,28380.415884
1 Jan 2020 00:04:30.000,153.827,-75.080,28521.637586
1 Jan 2020 00:04:48.651,154.725,-75.079,28610.391671
1 Jan 2020 01:03:21.890,343.334,-75.069,28606.497297
1 Jan 2020 01:03:51.000,344.542,-75.072,28440.314322
1 Jan 2020 01:04:21.000,345.801,-75.084,28269.795011
1 Jan 2020 01:04:51.000,347.075,-75.103,28100.230761
1 Jan 2020 01:05:21.000,348.367,-75.130,27931.828021
1 Jan 2020 01:05:51.000,349.678,-75.165,27764.796152
1 Jan 2020 01:06:21.000,351.010,-75.208,27599.347215
1 Jan 2020 01:06:51.000,352.364,-75.258,27435.695734
1 Jan 2020 01:07:21.000,353.744,-75.316,27274.058442
1 Jan 2020 01:07:51.000,355.151,-75.381,27114.653989
1 Jan 2020 01:08:21.000,356.586,-75.453,26957.702633
1 Jan 2020 01:08:51.000,358.053,-75.532,26803.425901
1 Jan 2020 01:09:21.000,359.553,-75.617,26652.046214
1 Jan 2020 01:09:51.000,1.088,-75.709,26503.786488
1 Jan 2020 01:10:21.000,2.661,-75.807,26358.869709
1 Jan 2020 01:10:51.000,4.273,-75.910,26217.518258
1 Jan 2020 01:11:21.000,5.928,-76.018,26079.954273
1 Jan 2020 01:11:51.000,7.626,-76.131,25946.397847
1 Jan 2020 01:12:21.000,9.371,-76.247,25817.067346
1 Jan 2020 01:12:51.000,11.164,-76.366,25692.178613
