"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2020 01:08:53.605,166.002,-75.065,28597.088680
1 Jan 2020 01:09:23.000,164.996,-75.067,28456.877065
1 Jan 2020 01:09:53.000,163.962,-75.076,28314.233973
1 Jan 2020 01:10:23.000,162.918,-75.089,28172.132122
1 Jan 2020 01:10:53.000,161.864,-75.108,28030.657764
1 Jan 2020 01:11:23.000,160.799,-75.133,27889.898223
1 Jan 2020 01:11:53.000,159.722,-75.163,27749.941870
1 Jan 2020 01:12:23.000,158.632,-75.198,27610.878081
1 Jan 2020 01:12:53.000,157.529,-75.239,27472.797201
1 Jan 2020 01:13:23.000,156.411,-75.286,27335.790500
1 Jan 2020 01:13:53.000,155.279,-75.338,27199.950119
1 Jan 2020 01:14:23.000,154.130,-75.395,27065.369022
1 Jan 2020 01:14:53.000,152.964,-75.457,26932.140933
1 Jan 2020 01:15:23.000,151.781,-75.525,26800.360272
1 Jan 2020 01:15:53.000,150.578,-75.598,26670.122089
1 Jan 2020 01:16:23.000,149.354,-75.676,26541.521981
1 Jan 2020 01:16:53.000,148.110,-75.759,26414.656019
1 Jan 2020 01:17:23.000,146.843,-75.847,26289.620655
1 Jan 2020 01:17:53.000,145.552,-75.939,26166.512631
1 Jan 2020 01:18:23.000,144.237,-76.036,26045.428878
1 Jan 2020 01:18:53.000,142.895,-76.137,25926.466180
1 Jan 2020 01:19:23.000,141.526,-76.243,25809.721994
1 Jan 2020 01:19:53.000,140.128,-76.352,25695.292924
1 Jan 2020 01:20:23.000,138.700,-76.464,25583.275537
1 Jan 2020 01:20:53.000,137.240,-76.580,25473.766002
1 Jan 2020 01:21:23.000,135.747,-76.699,25366.859944
1 Jan 2020 01:21:53.000,134.220,-76.821,25262.652308
1 Jan 2020 01:22:23.000,132.657,-76.945,25161.237206
1 Jan 2020 01:22:53.000,131.057,-77.071,25062.707765
1 Jan 2020 01:23:23.000,129.418,-77.199,24967.155967
1 Jan 2020 01:23:53.000,127.739,-77.328,24874.672484
1 Jan 2020 01:24:23.000,126.019,-77.457,24785.346326
1 Jan 2020 01:24:53.000,124.256,-77.587,24699.265422
1 Jan 2020 01:25:23.000,122.449,-77.716,24616.515300
1 Jan 2020 01:25:53.000,120.597,-77.845,24537.179683
1 Jan 2020 01:26:23.000,118.700,-77.972,24461.340113
1 Jan 2020 01:26:53.000,116.756,-78.097,24389.075769
